asin,text,title,location_and_date,verified,rating
B0BZVWHB6Y,"Après avoir testé plusieurs produits de la marque par lesquels j’ai été complétement conquise, J’ai décidé de me procurer la cure d’oméga 3 pour maintenir de bonnes fonctions du cœur et du cerveau.En suivant la posologie inscrite sur l’étiquette, la cure comble totalement tous nos besoins journaliers en oméga 3 jusqu’à 40 jours pour un seul flacon, le rapport quantité et qualité prix et donc bon.Les capsules ne contiennent ni lactose, ni gluten, ni OGM, le seuil d’impureté est très bas et les huiles ont une très grandes stabilité. Le flacon en verre, en plus d’être recyclable et donc particulièrement écoresponsable permet de conserver efficacement les gélules et de les protéger de la lumière et de l’humidité.Beauty&Wild joue la carte de la transparence : Les capsules molles sont testés, leur efficacité n’est donc plus à prouver et les actifs sont bien sourcés. Les poissons utilisés pour leur Oméga 3 sont issus d’une pêche durable, respectueuse des écosystèmes et de l’environnement.Je suis extrêmement satisfaite de cette cure qui en plus de me maintenir en très bonne santé, est écoresponsable et abordable",Actifs efficaces et bien sourcés,Commenté en France le 3 mai 2023,True,"5,0"
B0BZVWHB6Y,"Je suis sous surveillance cardiaque depuis la découverte d'une fuite mitrale.Malgré mon alimentation équilibrée au maximum, j'aide mon cœur avec l'apport d'une gélule d'oméga 3 chaque matin.La petite taille permet une absorbion facile avec peu de liquide.Le goût n'est pas fort voir neutre.Personnellement c'est adopté.",Je protège mon cœur,Commenté en France le 1 août 2023,True,"5,0"
B0BZVWHB6Y,"J'ai récemment découvert ce nouveau complément alimentaire d'Oméga 3 fabriqué en France qui semble incroyablement bénéfique pour la santé du cœur et du cerveau. L'EPA et le DHA sont tous deux essentiels pour la santé, car ils contribuent à une fonction cardiaque normale et le DHA contribue également au fonctionnement normal du cerveau et de la vision. Mais ce qui me rend vraiment heureuse, c'est de savoir que les poissons sauvages utilisés pour ce complément sont certifiés Friend of the Sea pour leur pêche durable et leur respect de l'environnement. Comme toujours avec Beauty&Wild, je suis ravie de bénéficier de produits soucieux de ma santé mais aussi de l’environnement.","Un bel emballage, et bon pour la planète",Commenté en France le 3 mai 2023,True,"5,0"
B0BZVWHB6Y,Produit ayant une bonne efficacité pour ma part. Les délais de livraison sont respectés et la réception sans problème. Je recommande pour les personnes souhaitant avoir du boost. Surtout que c’est naturel. J’apprécie l’idée du flacon en verre pour le conservation 👍,Oméga naturel 👍,Commenté en France le 20 juin 2023,True,"5,0"
B0BZVWHB6Y,Omega 3 bons pour la santé Cardio vasculaire et le cerveau. Je recommande,Tout est bon dans le poisson !,Commenté en France le 20 juillet 2023,True,"5,0"
B0BZVWHB6Y,"Vu mon âge et que je n’aime pas les poissons bleus et le saumon , j’ai pensé que ce complément ne pouvait que m’être bénéfique , pou le moment je ne voit pas son effet car il n’y a pas assez longtemps que je le prends",Facile à prendre,Commenté en France le 11 juin 2023,True,"5,0"
B0BZVWHB6Y,"Je prends des suppléments d'oméga 3 depuis quelques jours maintenant et je suis vraiment impressionnée par les résultats. J'ai remarqué une amélioration de ma santé cardiovasculaire, ainsi qu'une diminution de mes douleurs articulaires.Les capsules sont très faciles à prendre et je n'ai pas remarqué d'effets secondaires indésirables.Je recommande vivement les suppléments d'oméga 3 de Beauty & wild à tous ceux qui cherchent à améliorer leur santé et leur bien-être.",Top,Commenté en France le 13 mai 2023,True,"5,0"
B0BZVWHB6Y,"Un produit français, de bonne qualité, un packaging plutôt sympa.Les gélules sont toutes petites c'est plus simple pour les avaler.Pour le moment cela fait une semaine que j'en prend, a voir sur tout la durée de la cure si cela convient.  La rien a dire si ce n'est que du positif.Livraison rapide, article bien emballé.Je recommande.",Au top,Commenté en France le 11 mai 2023,True,"5,0"
B0BZVWHB6Y,J’ai acheté ce produit là après avoir commandé d’autres produits de la marque dont j’avais la nécessité. Je suis très convaincue par les capsules d’oméga 3 et compte bien finir le traitement pour prévenir de potentiels futurs problèmes de santé.Je recommande Beauty & Wild.,Impeccable et chic,Commenté en France le 3 mai 2023,True,"5,0"
B0BZVWHB6Y,Bon produit facile à prendre.,Fait son travail,Commenté en France le 27 juin 2023,True,"5,0"
B00EXPT3HE,I really like the easy-to-swallow size of these and that they are odourless and tasteless.,So far so good,Commenté au Royaume-Uni le 29 août 2023,True,"5,0"
B00EXPT3HE,I use this product to help control LDL cholesterol in conjunction with CoQ10. I get the same results from one of these softgels per day as I did taking six “triple strength” Omega 3 softgels ( from a good source) per day,Good value,Commenté au Royaume-Uni le 5 mai 2019,True,"5,0"
B00EXPT3HE,"The best I have bought, will continue to buy this. My partner struggles swallowing huge tablets so the small tablets appealed to me the most!",Very good,Commenté au Royaume-Uni le 7 août 2020,True,"5,0"
B00EXPT3HE,"Nice fish oil product, I have tried many.This one is ok.",Nice fish oil product.,Commenté au Royaume-Uni le 16 juin 2019,True,"3,0"
B00EXPT3HE,Seal was broken upon opening and pills clumped together. For such a high price I am not satisfied.,Seal was broken.,Commenté au Royaume-Uni le 25 avril 2022,True,"1,0"
B00EXPT3HE,Al poco tiempo de tomarlas ya notas los efectos. Si practicas deporte con alto desgaste o estás por encima de la treintena no dudes en probarlas.,Producto de calidad,Commenté en Espagne le 5 juin 2017,True,"5,0"
B00EXPT3HE,Very good product,Fast delivery,Commenté au Royaume-Uni le 23 mai 2019,True,"5,0"
B00EXPT3HE,"Excellent product, can feel benefits already",Five Stars,Commenté au Royaume-Uni le 15 novembre 2014,True,"5,0"
B00EXPT3HE,Omega 3 is so so good for you!! This price is not bad but it's similar to others I've bought!!!  So happy days,Happy days,Commenté au Royaume-Uni le 28 janvier 2020,False,"5,0"
B0BZVWHB6Y,Super produitsLa qualité toujours présente que ce soir sur le produit ou le packaging !Made in FranceAvec des produits qualitatifsLes gélules sont facile à avaler pour ma part,Niquel !,Commenté en France le 18 mai 2023,True,"5,0"
B0BZVWHB6Y,J'arrive à la fin du premier flacon et pour ma part je vais renouveler car je sens de l'amélioration.,Mémoire,Commenté en France le 6 juin 2023,True,"5,0"
B0BZVWHB6Y,"Après avoir pris plusieurs produits de la gamme Beauty&Wild . Je suis appréciablement surpris par les capsules d’oméga 3, il n'y a pas mieux à mon goût..Je recommande vivement Beauty & Wild.",Mieux que la concurrence à mon goût !,Commenté en France le 13 mai 2023,True,"5,0"
B0BZVWHB6Y,"Exactement le produit que je cherchais. Avec des actifs dosés correctement, ce qui n'est pas souvent le cas sur Amazon. C'est plutôt un produit de pharmacie, sérieux à tous niveaux.",top,Commenté en France le 8 mai 2023,True,"5,0"
B0BZVWHB6Y,J'ai acheté ce produit pour faire une cure d'oméga 3. Je connais cette marque et ne suit jamais déçu de la qualité et de l'efficacité. Je recommande sans problème,Cure d'Oméga 3,Commenté en France le 2 mai 2023,True,"5,0"
B0BZVWHB6Y,Article bien reçu plus qu’à tester !,Bien reçu,Commenté en France le 11 juin 2023,True,"5,0"
B0BZVWHB6Y,Très bon produit français. Beauty &Wild très sérieux. Bouteille en verre avec opercule de sécurité. En cure très bon pour la santé. Très satisfaite,Excellent,Commenté en France le 28 avril 2023,True,"5,0"
B0BZVWHB6Y,"Commande reçu rapidement et en très bon état, il ne me reste plus qu’à commencer la cure :)",Oméga 3,Commenté en France le 2 mai 2023,True,"5,0"
B0BZVWHB6Y,Beauty and wild toujours fidel à ses engagements.J'ai déjà commandé plusieurs produits et jamais déçu.Merci 👍,Super produit,Commenté en France le 29 avril 2023,True,"5,0"
B0BZVWHB6Y,"Produit conforme à la description, livraison rapide !",Produit conforme !,Commenté en France le 3 mai 2023,True,"5,0"
B00EXPT3HE,I really like the easy-to-swallow size of these and that they are odourless and tasteless.,So far so good,Commenté au Royaume-Uni le 29 août 2023,True,"5,0"
B00EXPT3HE,I use this product to help control LDL cholesterol in conjunction with CoQ10. I get the same results from one of these softgels per day as I did taking six “triple strength” Omega 3 softgels ( from a good source) per day,Good value,Commenté au Royaume-Uni le 5 mai 2019,True,"5,0"
B00EXPT3HE,"The best I have bought, will continue to buy this. My partner struggles swallowing huge tablets so the small tablets appealed to me the most!",Very good,Commenté au Royaume-Uni le 7 août 2020,True,"5,0"
B00EXPT3HE,"Nice fish oil product, I have tried many.This one is ok.",Nice fish oil product.,Commenté au Royaume-Uni le 16 juin 2019,True,"3,0"
B00EXPT3HE,Seal was broken upon opening and pills clumped together. For such a high price I am not satisfied.,Seal was broken.,Commenté au Royaume-Uni le 25 avril 2022,True,"1,0"
B00EXPT3HE,Al poco tiempo de tomarlas ya notas los efectos. Si practicas deporte con alto desgaste o estás por encima de la treintena no dudes en probarlas.,Producto de calidad,Commenté en Espagne le 5 juin 2017,True,"5,0"
B00EXPT3HE,Very good product,Fast delivery,Commenté au Royaume-Uni le 23 mai 2019,True,"5,0"
B00EXPT3HE,"Excellent product, can feel benefits already",Five Stars,Commenté au Royaume-Uni le 15 novembre 2014,True,"5,0"
B00EXPT3HE,Omega 3 is so so good for you!! This price is not bad but it's similar to others I've bought!!!  So happy days,Happy days,Commenté au Royaume-Uni le 28 janvier 2020,False,"5,0"
B015FMMQUE,"Petite erreur dans le titre, les capsules sont conditionnées par 30 et non 60! Prise de contact avec le vendeur qui répond rapidement et qui à remonté le sujet",Petite erreur dans le titre,Commenté en France le 26 mai 2021,True,"5,0"
B015FMMQUE,I prefer this Krill oil because unlike most others it does not contain sorbitol. High absorption.,healthy krill,Commenté au Royaume-Uni le 7 novembre 2022,True,"5,0"
B0BZVWHB6Y,Produit de qualité,.,Commenté en France le 16 mai 2023,True,"5,0"
B0BZVWHB6Y,La bande de protection etait a moitie ouverte très déçu .,il doit etre conserver au refrigerateur apres ouverture!,Commenté en France le 20 septembre 2023,True,"1,0"
B0BZVWHB6Y,J'aime beaucoup ce produit il faut pat contre le mettre au frigoIl a un effet très bon sur le corps je recommande,Très bon produit,Commenté en France le 14 septembre 2023,False,"5,0"
B0BZVWHB6Y,"Ces gélules d'Omega 3 sont faciles a avaler .Je n'ai pas eu de problème digestifs ou autres avec elles .Cependant le dosage reste je pense trop léger si on ne prend que 3 gélules comme conseillé sur la boite .900mg au total d'Omega 3 pour 3 gélules par jour c'est trop limite .Dans la description on nous parle du contenu pour 4 gélules par jour alors que sur la boite on nous conseille de prendre 3 gélules par jour.Je pense clairement que c'est une stratégie . Car en lisant le descriptif on se dit qu'on aura 1200 mg d'Omega 3 par jour en prenant la dose conseillée mais ce n'est pas le cas , il faudra en prendre 4 par jour pour avoir 1200 mg .En en prenant 4 par jour on a une cure de 30 jours (30x4=120) donc en faisant comme ca le dosage serait pas trop mal .Je recommande quand même au final ces Omega 3 .",Dosage un peu léger si 3 gélules par jour comme conseillé sur la boite,Commenté en France le 1 mai 2023,False,"4,0"
B0BZVWHB6Y,"Ce complément alimentaire est très bien car un bon équilibre entre 2 omega 3 les l'EPA et le DHA. L'origine est très propre, made in France, sans OGM...etc  1 pot contient 120 gélules ! Mais il est recommandé d'en prendre 4 par jour ce qui fait tout de même 1 mois de cure seulement pour 17,64€. C'est un peu cher mais dans les mêmes fourchettes pour les compléments. Astuce, on peut en prendre que 3 par jour pour atteindre les minimum de doses efficaces et ça nous fait gagner 10 jours de cure en plus. Bonne qualité, je reviendrai en commander.",Très bonne qualité,Commenté en France le 6 juillet 2023,False,"5,0"
B0BZVWHB6Y,"Un flacon de 120 capsules d'Oméga 3 fabriqués à partir d'huile de poissons pour 1 mois et demi de traitement.La supplémentation recommandée est de 3 capsules par jour, ces capsules apportent un taux total de 900 mg d'Oméga 3 dont 300 mg en DHA, et 450 mg en EPA. Ces deux acides gras essentiels d'Oméga 3 EPA ou DHA présents dans les poissons gras sont reconnus depuis longtemps comme étant bénéfiques.Elles se présentent de façon classique, en gélules jaunes à avaler avec un verre d'eau, elles n'ont pas d'odeur de poisson, ni de goût.L'apport d'Oméga 3 vient d'être reconnu dans diverses études scientifiques américaines très récentes, avec un apport global d'au moins 2500 mg par jour, on atténue de manière significative les effets du stress, du vieillissement (protège les télomères) et avec une action anti-inflammatoire notable (loin des recommandations officielles : autour de 250 mg en DHA et 300 mg en EPA par jour.Donc il est de moins en moins à douter de ses effets bénéfiques, à condition d'avoir une dose élevée, la dose ici est un plus élevée que des recommandations, mais on reste loin de 2500 mg.On peut bien sûr compléter par les apports naturels (poisson, etc...), mais on peut prendre facilement plus de capsules par jour.En bref, un cocktail qui pour fois donne une supplémentation en oméga 3 utile pour lutter contre les effets du vieillissement (à tous âges), dosée correctement au vu des recommandations, mais aurait gagné à l'être un peu plus.","Utile comme anti âge et anti-inflammatoire, un dosage correct sans plus",Commenté en France le 27 avril 2023,False,"4,0"
B0BZVWHB6Y,"Riches en acide gras EPA et DHA, ces petites capsules sont fabriquées en France et sont stockées dans un récipient en verre fumé, elles se conserveront bien.Le flacon contient 120 capsules et il est recommandé d'en avaler 3 chaque jour lors d'un repas (ce qui équivaut à 40 jours de traitement). Les capsules ne sont pas grosses et de ce fait faciles à avaler, une par une.Chacun sait les bienfaits des Oméga 3 sur la santé : ils participent au bon équilibre de l’activité cardio-vasculaire et celui du cerveau, et ils contribuent à réduire les risques de maladies (infarctus, cholestérol, coeur, artères...).Si le fait d’avaler des capsules telles que celles-ci vous rebute, vous pouvez éventuellement les couper sur les aliments dans votre assiette (ce que je fais lorsque les gélules ou capsules sont vraiment trop grosses).A signaler : le flacon est fermé par un opercule.Franchement, ce n’est pas du tout contraignant et c’est bénéfique pour la santé, j’en prends plusieurs fois par an et ces nouvelles capsules ont pris le relais de celles que je viens de terminer.",Dosage  à définir avec votre médecin,Commenté en France le 4 mai 2023,False,"4,0"
B0BZVWHB6Y,Ce sont des compléments alimentaires à base d’oméga 3..Les omégas 3 peuvent contribuer à réduire la pression artérielle et le taux de triglycérides..Ils aident à prévenir les caillots sanguins ainsi que des facteurs associés aux maladies du cœur.Les gélules sont faciles à prendre..A prendre en complément d’une alimentation équilibrée ..,Les omégas 3 contribuent au bon fonctionnement cardio-vasculaire..,Commenté en France le 12 mai 2023,False,"4,0"
B0BZVWHB6Y,Bon dosage et gélules pas trop grosses à avaler. Pas de mauvais goût.,Parfait,Commenté en France le 19 août 2023,False,"5,0"
B0BZVWHB6Y,Bon produit. Les apports sont satisfaisant.,Facile à prendre,Commenté en France le 21 mai 2023,False,"4,0"
B015FMMQUE,"Petite erreur dans le titre, les capsules sont conditionnées par 30 et non 60! Prise de contact avec le vendeur qui répond rapidement et qui à remonté le sujet",Petite erreur dans le titre,Commenté en France le 26 mai 2021,True,"5,0"
B015FMMQUE,I prefer this Krill oil because unlike most others it does not contain sorbitol. High absorption.,healthy krill,Commenté au Royaume-Uni le 7 novembre 2022,True,"5,0"
B015FMMQUE,"Petite erreur dans le titre, les capsules sont conditionnées par 30 et non 60! Prise de contact avec le vendeur qui répond rapidement et qui à remonté le sujet",Petite erreur dans le titre,Commenté en France le 26 mai 2021,True,"5,0"
B015FMMQUE,I prefer this Krill oil because unlike most others it does not contain sorbitol. High absorption.,healthy krill,Commenté au Royaume-Uni le 7 novembre 2022,True,"5,0"
B0BZVWHB6Y,"Produit bien conservé, dans un flacon ambré et scellé au niveau du goulot, la péremption est lointaine.Les Omega 3 sont protégés par de la vitamine E contre le rancissement des huiles, et le dosage est bien concentré pour un maximum d’efficacité.De plus, les huiles mises en œuvre ici sont issues de petits poissons sauvages (les plus sûr) avec la certification d’une pêche raisonnée, pour un produit de bonne qualité.",Un bon produit fabriqué en Bretagne.,Commenté en France le 28 avril 2023,False,"4,0"
B0BZVWHB6Y,"Gélules d'huiles de poissons.Alors sauvages, j'avoue je ne sais pas et je suis un peu septique, rien, d'ailleurs n'est précisé sur le flacon.Mais pas d'effets indésirables.3 gélules par jour soit un peu plus d'un mois de traitement.Pas de remontées désagréables.Après, je ne suis pas médecin et je n'ai pas fait d'analyses de sang, mais je fais 3 cures pas an et celles-ci ne me font pas de mal.Le prix, par contre, est dans la moyenne haute pour ce genre de produit.",Assez bien dosées,Commenté en France le 9 mai 2023,False,"4,0"
B0BZVWHB6Y,"Je prenais jadis de l'huile de foie de morue, je retrouve ici les même effets avec les arrières goût de poisson en moins. l'efficacité me parais concluante car je ressent un regain de vigueur et moins de fatigue en journée. les gélules sont faciles à prendre car elles ne sont pas trop grosses.aucune indication sur les espèces de poissons utilisées ni comment est obtenue l'huile.",huile de ?,Commenté en France le 2 mai 2023,False,"4,0"
B0BZVWHB6Y,"Ces omégas 3 sont vraiment top. Déjà, pour commencer, les gélules sont petites et faciles à avaler. C’est un gros point positif car j’ai déjà eu des omégas 3 dont les gélules étaient trop grosses et ça m’est arrivé de les croquer par erreur (je ne recommande pas).J’apprécie que ces omégas3 soient fabriqués avec des sardines et des anchois pêchés en Bretagne.J’en suis à 2 semaines de cure, je sens la différence : je me sens mieux, mon esprit est plus vif et plus rapide. Au sortir de l’hiver, j’avais besoin de ce petit coup de fouet sachant qu’il est plus facile de prendre une gélule d’oméga3 par jour que de manger une boite de sardine quotidiennementReçu début mai 2023, le produit se périme en avril 2025",Des omégas 3 fabriqués en Bretagne,Commenté en France le 20 mai 2023,False,"5,0"
B0BZVWHB6Y,"Oméga 3  acides gras de poissons ,bien pour le cœur et le cerveauAyant travaillé pour du matériel médical à l'hôpital je peux dire que la qualité d'un complément alimentaireC'est surtout de ne pas nuire à la santé, par des fabrications douteuses.Beaucoup sont retirés du marché chaque années par les autorités sanitairesLa avec un laboratoire Français Beauty Xild on a toutes les garanties d'une bonne fabrication.Le bocal est en verre  bien mieux surtout pour des huiles de poissons même en gélules que le plastiqueIl est conseillé de laisser  le pot au frigidaireLes gélules sont petites ( ma photo )Toutes les informations sont sur le carton très explicites , 120 capsulesConseillé 2 à 3 par jour au petit déjeuner du midi et du soir avec un verre d'eauBien par cure de 3 moisUne information :  les huiles de poissons sont très bonnes pour les chiens aussi , sans abus 1 par jourA ma connaissance on les trouve qu'en gélules.",LABORATOIRE FRANCAIS BEAUTY WILD / GRANDE GARANTIE DE QUALITE POUR CES 120 GELULES,Commenté en France le 6 mai 2023,False,"5,0"
B0BZVWHB6Y,"Très bonne cure à faire pour compléter ses apports en omégas 3 si on consomme peu de poissons gras par exemple. Cette marque est de très bonne qualité, je recommande vraiment sans souci.",efficace,Commenté en France le 25 juin 2023,False,"5,0"
